Day 0,,,
5,2,12,5
Day 1,,,
0.291001,0.1164,0.6984,0.291
Day 2,,,
0.305408,0.116403,0.700048,0.30319
Day 3,,,
0.338039,0.116405,0.706364,0.319513
Day 4,,,
0.348122,0.116405,0.706193,0.323942
Day 5,,,
0.343121,0.116405,0.703651,0.324312
Day 6,,,
0.337264,0.116405,0.702262,0.324161
Day 7,,,
0.33427,0.116405,0.70172,0.324084
Day 8,,,
0.332981,0.116405,0.701503,0.324063
Day 9,,,
0.332382,0.116405,0.701406,0.324058
Day 10,,,
0.332074,0.116405,0.701359,0.324057
